URLLength,DomainLength,IsDomainIP,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label,FILENAME,URL,Domain,TLD,Title
19,13,0,88.88888889,1.0,0.5229071,0.068768151,3,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0,105,305,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,5,1,0,mw80761.txt,http://www.haman.com,www.haman.com,com,haman
52,27,0,30.14003673,0.47826087,0.5229071,0.053087764,3,1,0,0,0.0,38,0.731,0,0.0,0,0,0,6,0.115,1,2,61,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8041424.txt,https://amazon-hjhjk.toythieves.com/mobile/signin.php,amazon-hjhjk.toythieves.com,com,0
26,18,0,73.42430149,0.571428571,0.5229071,0.051832461,3,1,0,0,0.0,16,0.615,0,0.0,0,0,0,2,0.077,1,26,76,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7979743.txt,https://service.jpjnbu.com/,service.jpjnbu.com,com,servicejpjnbu
18,11,0,100.0,1.0,0.0799628,0.055208573,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,569,5259,1,100.0,100.0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,42,31,24,87,0,44,1,154349.txt,https://www.nhd.org,www.nhd.org,org,nhd
95,19,0,21.97134135,0.6875,0.0059772,0.0397568,2,1,0,0,0.0,58,0.611,18,0.189,0,0,0,11,0.116,1,3,379,0,0.0,1.219512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7972317.txt,https://storageapi.fleek.co/81afb5cf-a9a6-46c4-b299-bbea059339bc-bucket/frfrfrfrfrfrf/beta8.html,storageapi.fleek.co,co,0
28,21,0,100.0,1.0,0.5229071,0.054505349,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,763,8047,1,100.0,100.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,2,4,218,0,271,1,221296.txt,https://www.interfluidity.com,www.interfluidity.com,com,interfluidity
26,20,0,61.04761905,0.625,0.5229071,0.058019044,3,0,0,0,0.0,16,0.615,1,0.038,0,0,0,2,0.077,0,2,35,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005895.txt,http://metamask-2xevent.com,metamask-2xevent.com,com,0
48,39,0,25.06707317,0.611111111,0.0059772,0.047148487,2,1,0,0,0.0,35,0.729,0,0.0,0,0,0,5,0.104,1,198,869,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8094711.txt,https://gaaliimkefwemfwlefmv--kewlfwekf.repl.co/,gaaliimkefwemfwlefmv--kewlfwekf.repl.co,co,gaaliimkefwemfwlefmv--kewlfwekfrepl
22,15,0,74.1046832,0.75,5.3e-05,0.043552873,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,2,0.091,0,20,209,1,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw130787.txt,http://www.ho-black.gq,www.ho-black.gq,gq,ho-black
24,17,0,100.0,1.0,0.5229071,0.069987087,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,4308,57290,1,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,64,13,32,121,0,53,1,116416.txt,https://www.amgeneral.com,www.amgeneral.com,com,amgeneral
21,14,0,100.0,1.0,0.0101825,0.069078685,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,422,9556,1,100.0,100.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,12,7,19,71,0,80,1,429259.txt,https://www.morenap.ca,www.morenap.ca,ca,morenap
33,26,0,100.0,0.842105263,0.028555,0.054872924,2,2,0,0,0.0,19,0.576,0,0.0,0,0,0,2,0.061,1,442,9381,1,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,11,7,52,0,41,1,879919.txt,https://www.thomaswalltrust.org.uk,www.thomaswalltrust.org.uk,uk,thomaswalltrstorg
30,24,0,58.61904762,0.6875,0.0384199,0.052790957,3,2,0,0,0.0,17,0.567,0,0.0,0,0,0,2,0.067,0,20,526,0,0.0,0.0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw156462.txt,http://www.wnevt.pcanywhere.net,www.wnevt.pcanywhere.net,net,0
54,46,0,22.44298757,0.558139535,0.0059772,0.054353083,2,2,0,0,0.0,42,0.778,1,0.019,0,0,0,3,0.056,1,198,869,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8099246.txt,https://agonizingpuzzlinggoals.oswaldonavarro1.repl.co,agonizingpuzzlinggoals.oswaldonavarro1.repl.co,co,agonizingpuzzlinggoalsoswaldonavarro1repl
39,24,0,49.45369407,0.6,0.5229071,0.053592462,3,1,0,0,0.0,26,0.667,1,0.026,0,0,0,4,0.103,1,124,111,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8110163.txt,https://delivery.homefoodnow.com/s/j3hh,delivery.homefoodnow.com,com,0
27,20,0,100.0,1.0,0.5229071,0.067804347,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,832,871,1,83.33333333,83.33333333,0,0,1,0,0,1,0,4,0,1,1,1,0,0,0,0,1,31,2,14,121,2,12,1,55104.txt,https://www.studiocalico.com,www.studiocalico.com,com,studiocali
26,19,0,100.0,1.0,0.0799628,0.064941495,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,302,1025,1,100.0,100.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14,4,12,52,1,48,1,34175.txt,https://www.seaaroundus.org,www.seaaroundus.org,org,seaaroundus
19,12,0,100.0,1.0,0.0799628,0.071170247,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1897,713,1,100.0,100.0,1,0,1,0,0,1,0,5,0,1,1,1,1,0,1,0,1,35,7,9,292,27,35,1,151097.txt,https://www.nmma.org,www.nmma.org,org,nmma
31,24,0,100.0,0.882352941,0.028555,0.063468162,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,3994,25481,1,0.0,0.0,1,1,1,0,0,1,0,2,0,1,1,1,1,1,1,0,1,21,7,15,186,1,169,1,17158.txt,https://www.thestudentroom.co.uk,www.thestudentroom.co.uk,uk,thestdentroomco
178,15,0,8.917622777,0.636363636,0.5229071,0.043065105,3,1,0,0,0.0,136,0.764,16,0.09,4,1,0,13,0.101,1,8,39681,1,0.0,0.0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,2,2,0,2,0,8136923.txt,https://docs.google.com/presentation/d/e/2pacx-1vse25jljksoqqslhnurrtyi63ikefvlinnfpio7c8ixegubtm3mlg2xwrrqg1xlquzzunhdq_prkfy7/pub?start=false&loop=false&delayms=3000&slide=id.p,docs.google.com,com,docsgooglepresentationde2pacx-1vse25jljksoqqslhnurrtyi63ikefvlinnfpio7c8ixegubtm3mlg2xwrrqg1xlquzzunhdq_prkfy7pub?start=false&loop=false&delayms=3000&slide=idp
38,31,0,100.0,1.0,0.0799628,0.060811597,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,1,811,9381,1,100.0,100.0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,17,4,10,99,0,102,1,84269.txt,https://www.nationalrighttolifenews.org,www.nationalrighttolifenews.org,org,nationalrighttolifenews
18,11,0,100.0,1.0,0.0101825,0.059954394,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,1138,9381,1,75.0,75.0,1,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,25,17,29,80,3,132,1,543579.txt,https://www.awmc.ca,www.awmc.ca,ca,awm
35,28,0,100.0,1.0,0.5229071,0.068135971,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,2046,2685,1,0.0,0.0,1,0,0,1,0,1,0,19,0,1,1,0,1,1,1,0,1,36,1,22,89,0,14,1,76621.txt,https://www.californiawatercolor.com,www.californiawatercolor.com,com,californiawaterlor
47,38,0,46.59421834,0.352941176,0.5229071,0.060199606,3,1,0,0,0.0,33,0.702,0,0.0,0,0,0,6,0.128,1,108,8125,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8082350.txt,https://oauth-ondemand-dhl-com.firebaseapp.com/,oauth-ondemand-dhl-com.firebaseapp.com,com,oauth-ondemand-dhl-firebaseapp
20,13,0,100.0,1.0,0.0799628,0.059620668,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1477,1485,1,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,17,0,11,234,0,23,1,166333.txt,https://www.azbar.org,www.azbar.org,org,azbar
23,16,0,100.0,1.0,0.5229071,0.068370145,3,1,0,0,0.0,9,0.391,1,0.043,0,0,0,1,0.043,1,1700,26342,1,0.0,0.0,1,1,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,54,13,17,98,5,101,1,167528.txt,https://www.6connect.com,www.6connect.com,com,6nnect
28,21,0,100.0,1.0,0.0799628,0.070549255,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,574,3412,1,100.0,100.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,10,18,22,78,1,84,1,885122.txt,https://www.setonpaloalto.org,www.setonpaloalto.org,org,setonpaloalto
34,25,0,40.32,1.0,0.5229071,0.030182075,3,0,0,0,0.0,11,0.324,13,0.382,0,0,0,2,0.059,1,88,2713,1,100.0,100.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,8085894.txt,https://metahelp9213845123442.com/,metahelp9213845123442.com,com,metahelp9213845123442
24,10,0,33.59375,1.0,0.0056158,0.031197709,2,0,0,0,0.0,8,0.333,6,0.25,0,0,0,2,0.083,1,2,33,0,0.0,7.692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8030711.txt,https://sms8195.eu/pt9t20,sms8195.eu,eu,0
27,21,0,67.87683824,0.692307692,0.5229071,0.063868624,3,1,0,0,0.0,14,0.519,1,0.037,0,0,0,1,0.037,0,2,37,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw207944.txt,http://www.vote4congress.com,www.vote4congress.com,com,0
22,15,0,100.0,1.0,0.0799628,0.073705352,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,2209,2815,1,100.0,100.0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,10,15,64,0,22,1,769221.txt,https://www.omlohio.org,www.omlohio.org,org,omlohio
24,17,0,100.0,1.0,0.5229071,0.070731488,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,904,311,1,100.0,100.0,1,0,1,1,0,1,0,3,0,1,1,1,0,0,0,0,1,29,4,13,163,0,11,1,547549.txt,https://www.ittcannon.com,www.ittcannon.com,com,ittcannon
35,28,0,100.0,0.904761905,0.028555,0.057470414,2,2,0,0,0.0,21,0.6,0,0.0,0,0,0,2,0.057,1,3113,9381,1,0.0,0.0,1,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,32,29,38,103,0,84,1,639686.txt,https://www.allsoppbookbinders.co.uk,www.allsoppbookbinders.co.uk,uk,allsoppbookbindersco
26,19,0,100.0,1.0,0.0049832,0.053579425,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,320,430,1,100.0,100.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,5,0,1,3,1,840797.txt,https://www.alphornmusik.ch,www.alphornmusik.ch,ch,alphornmusik
38,22,0,54.29390681,0.684210526,0.0129268,0.042102725,2,1,0,0,0.0,23,0.605,4,0.105,0,0,0,3,0.079,1,332,203,0,5.263157895,3.846153846,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,4,0,7255595.txt,https://bharathi1809.github.io/netflix/,bharathi1809.github.io,io,0
32,25,0,100.0,0.882352941,0.5229071,0.057739953,3,1,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,1080,9381,1,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,92,9,18,83,0,110,1,557010.txt,https://www.fitnessandfuel-la.com,www.fitnessandfuel-la.com,com,fitnessandfuel-la
52,21,0,27.72268136,0.388888889,0.0069695,0.056646598,2,2,0,0,0.0,37,0.712,0,0.0,0,0,0,7,0.135,1,95,394,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,8128267.txt,https://slawoj.buzala.info.pl/free/email@example.com,slawoj.buzala.info.pl,pl,slawojbuzalainfofreeemail@examecom
32,25,0,100.0,1.0,0.0799628,0.063551524,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,2550,41869,1,100.0,100.0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,26,95,83,182,2,199,1,749942.txt,https://www.artafricamagazine.org,www.artafricamagazine.org,org,artafricamagazine
20,13,0,100.0,1.0,0.0384199,0.060835464,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,595,380,1,100.0,100.0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,13,2,10,6,0,2,1,133328.txt,https://www.biyee.net,www.biyee.net,net,biyee
54,18,0,28.94260548,1.0,0.5229071,0.056623873,3,0,1,3,0.056,38,0.704,2,0.037,0,0,1,6,0.13,0,11,119,1,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8138954.txt,http://rockademyworld.com/data/slide/ir%20revenue/asb/,rockademyworld.com,com,rockademyworlddataslideir%20revenueasb
34,27,0,100.0,0.9,0.028555,0.051666841,2,2,0,0,0.0,20,0.588,0,0.0,0,0,0,2,0.059,1,770,1820,1,0.0,0.0,0,1,1,0,0,1,0,2,0,0,1,1,0,0,0,0,1,32,16,18,52,0,56,1,598270.txt,https://www.tigerlilyweddings.co.uk,www.tigerlilyweddings.co.uk,uk,tigerlilyweddingsco
20,14,0,86.53061224,0.727272727,9.67e-05,0.069170225,2,1,0,0,0.0,11,0.55,0,0.0,0,0,0,2,0.1,0,9,50,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8026780.txt,http://opensea.com.bz,opensea.com.bz,bz,openseacom
19,13,0,82.54545455,1.0,0.000402,0.056959249,2,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0,9,50,1,83.33333333,83.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw61631.txt,http://www.tracks.su,www.tracks.su,su,track
29,22,0,44.83430799,0.733333333,0.0045585,0.036326023,2,2,0,0,0.0,16,0.552,0,0.0,0,0,0,2,0.069,0,23,77,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,mw156149.txt,http://www.hwmhlbscbs.myfw.us,www.hwmhlbscbs.myfw.us,us,hwmhlbscbsmyfw
32,23,0,34.12098299,0.75,0.0059772,0.050086382,2,2,0,0,0.0,16,0.5,4,0.125,0,0,0,4,0.125,1,198,869,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8127855.txt,https://0001.threepages.repl.co/,0001.threepages.repl.co,co,0001threepagesrepl
24,17,0,100.0,1.0,0.5229071,0.072196955,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1214,6251,1,100.0,100.0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,69,21,6,54,1,52,1,557769.txt,https://www.idcreator.com,www.idcreator.com,com,idcreator
23,17,0,91.80050719,1.0,0.5229071,0.063249374,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,3,31,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw3764.txt,http://www.teldcomtv.com,www.teldcomtv.com,com,0
28,11,0,57.35714286,1.0,0.5229071,0.047060784,3,0,0,0,0.0,17,0.607,1,0.036,0,0,0,2,0.071,1,13,163,1,0.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8089330.txt,https://tinyurl.com/bddp7mhe,tinyurl.com,com,tinyurlbddp7mhe
37,14,0,37.31138546,1.0,0.5229071,0.056232631,3,1,0,0,0.0,22,0.595,0,0.0,0,0,0,4,0.108,0,74,260,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,3,0,1,1,0,8037242.txt,http://www.pepzop.com/intact/login.php,www.pepzop.com,com,pepzopintactloginph
32,25,0,100.0,0.611111111,0.028555,0.066432618,2,2,0,0,0.0,17,0.531,0,0.0,0,0,0,3,0.094,1,1871,12028,1,0.0,0.0,1,0,1,0,0,0,0,12,0,1,1,1,0,0,1,0,1,44,5,13,90,0,34,1,226935.txt,https://www.conference-news.co.uk,www.conference-news.co.uk,uk,conference-newsco
82,74,0,9.672266861,0.173913043,0.0003306,0.03251204,4,2,0,0,0.0,58,0.707,13,0.159,0,0,0,4,0.049,0,9,90,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8138887.txt,http://bafybeihs6khr3weelc5vq6s7piyj3eg7uiplfvyiv34a7qu65tgtdzck3i.ipfs.dweb.link/,bafybeihs6khr3weelc5vq6s7piyj3eg7uiplfvyiv34a7qu65tgtdzck3i.ipfs.dweb.link,link,bafybeihs6khr3weelc5vq6s7piyj3eg7uiplfvyiv34a7qu65tgtdzck3iipfsdweb
33,26,0,100.0,1.0,0.5229071,0.061918053,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,3241,1454,1,100.0,100.0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,18,43,14,87,0,95,1,411472.txt,https://www.southwestexteriors.com,www.southwestexteriors.com,com,southwestexteriors
105,19,0,11.52153496,0.733333333,0.5229071,0.037917623,3,1,0,0,0.0,79,0.752,11,0.105,0,0,0,7,0.067,1,4,113,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8131514.txt,https://ipfs.runfission.com/ipfs/bafybeiajuxq27axdpsrkhvi4sroijeoxs7x7t6uu6jb7akn7aswzgdkmfu//thgz12.html,ipfs.runfission.com,com,0
24,17,0,100.0,1.0,0.0384199,0.064907251,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,935,317,1,100.0,100.0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,35,2,12,105,2,26,1,542009.txt,https://www.icastelli.net,www.icastelli.net,net,icastelli
28,21,0,65.85928489,1.0,0.5229071,0.059745044,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,2,37,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw143050.txt,http://www.wikibricolage.com,www.wikibricolage.com,com,0
25,18,0,100.0,0.727272727,0.0008316,0.050869596,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,2267,11283,1,0.0,0.0,1,0,1,0,0,1,0,3,0,1,1,1,0,1,1,0,1,21,1,9,157,17,184,1,501553.txt,https://www.philips.com.hk,www.philips.com.hk,hk,pilipscom
25,18,0,100.0,1.0,0.0326503,0.052518524,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,2797,1996,1,0.0,0.0,1,1,1,0,0,1,0,2,0,1,1,0,1,1,0,0,0,22,33,35,424,0,121,1,57457.txt,https://www.halberstadt.de,www.halberstadt.de,de,halberstat
49,40,0,41.77134146,0.833333333,0.5229071,0.03267822,3,1,0,0,0.0,20,0.408,18,0.367,0,0,0,3,0.061,1,108,8125,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8107736.txt,https://caseld100320495790345909.firebaseapp.com/,caseld100320495790345909.firebaseapp.com,com,caseld100320495790345909firebaseapp
23,16,0,100.0,1.0,0.0004267,0.068987569,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,605,641,1,100.0,100.0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,38,8,13,35,5,35,1,695380.txt,https://www.eischools.ae,www.eischools.ae,ae,eischools
54,45,0,33.73268921,0.523809524,0.0059772,0.063434081,2,2,0,0,0.0,42,0.778,0,0.0,0,0,0,4,0.074,1,198,869,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8058067.txt,https://actualizarbancaonline.informacionbisa.repl.co/,actualizarbancaonline.informacionbisa.repl.co,co,actualizarbancaonlineinformacionbisarepl
21,14,0,100.0,1.0,0.0064109,0.058219154,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,2617,3068,1,100.0,100.0,1,1,1,1,0,1,0,5,0,1,1,1,1,0,1,0,1,54,3,23,255,10,130,1,134264.txt,https://www.toysrus.es,www.toysrus.es,es,toysrus
30,23,0,100.0,1.0,0.5229071,0.05984331,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,979,11612,1,100.0,100.0,1,0,1,0,0,1,0,24,0,1,1,1,1,1,1,0,0,43,9,39,88,1,17,1,506591.txt,https://www.outdoorequipped.com,www.outdoorequipped.com,com,outdoorequipped
26,19,0,100.0,1.0,0.5229071,0.062114487,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,2493,3345,1,100.0,100.0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,64,4,10,187,0,189,1,380867.txt,https://www.iranpolitik.com,www.iranpolitik.com,com,iranpolitik
36,29,0,100.0,1.0,0.5229071,0.057577001,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,1,1125,535,1,100.0,100.0,1,0,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,20,3,14,105,2,29,1,135800.txt,https://www.reviewofophthalmology.com,www.reviewofophthalmology.com,com,reviewofophthalmology
20,14,0,60.0,1.0,0.5229071,0.025151569,3,1,0,0,0.0,4,0.2,4,0.2,0,0,0,1,0.05,0,3,78,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,mw18321.txt,http://www.vv9930.com,www.vv9930.com,com,vv9930
23,16,0,100.0,1.0,0.5229071,0.051033312,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,4925,4238,1,100.0,100.0,1,0,1,0,0,1,0,20,0,1,1,1,1,1,1,0,1,140,9,24,106,0,23,1,571578.txt,https://www.buyblade.com,www.buyblade.com,com,buyblade
28,21,0,100.0,1.0,0.5229071,0.067511776,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,2137,4879,1,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,260,4,15,149,14,29,1,412433.txt,https://www.easternfloral.com,www.easternfloral.com,com,easternfloral
25,18,0,100.0,1.0,0.5229071,0.061072476,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,362,9381,1,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,16,4,6,33,0,44,1,129862.txt,https://www.sypartners.com,www.sypartners.com,com,sypartners
27,21,0,59.51557093,0.583333333,0.0003718,0.053791313,4,2,0,0,0.0,14,0.519,0,0.0,0,0,0,2,0.074,0,8,41,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw65725.txt,http://www.hellok.welco.live,www.hellok.welco.live,live,hellokwelco
21,14,0,100.0,1.0,0.0326503,0.053416708,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,190,526,1,100.0,100.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,8,0,28,1,478922.txt,https://www.simorgh.de,www.simorgh.de,de,simorgh
37,30,0,100.0,1.0,0.5229071,0.062762031,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,1,2187,9381,1,100.0,100.0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,65,15,18,96,0,99,1,523395.txt,https://www.peoplebehindthescience.com,www.peoplebehindthescience.com,com,peoplebehindthescience
22,15,0,100.0,1.0,0.5229071,0.064879952,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,200,1162,1,100.0,100.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,5,2,5,12,0,4,1,683754.txt,https://www.deckset.com,www.deckset.com,com,deckset
30,23,0,100.0,1.0,0.0006227,0.060744486,4,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1251,1019,1,100.0,100.0,1,1,1,0,0,1,8,3,0,0,0,0,0,0,1,0,1,35,1,7,26,3,28,1,402498.txt,https://www.gurgaonescorts.club,www.gurgaonescorts.club,club,gurgaonescorts
24,18,0,62.55283178,1.0,0.0008457,0.065066105,6,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,2,2826,1,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,mw133941.txt,http://www.ssecure.online,www.ssecure.online,online,ssecure
22,15,0,100.0,1.0,0.5229071,0.067809619,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,222,1014,1,100.0,100.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,14,6,0,90,1,483413.txt,https://www.gorenje.com,www.gorenje.com,com,gorenje
28,22,0,84.70914127,1.0,0.0101825,0.060666163,2,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,56,223,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,mw144810.txt,http://www.dbmtechnologies.ca,www.dbmtechnologies.ca,ca,dbmtehnologies
